MACHO_Id,Amplitude,AndersonDarling,B_R,Beyond1Std,Bmean,CAR_sigma,CAR_tau,CAR_tmean,Con,Eta_B_R,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,LinearTrend,MaxSlope,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Q31,Q31B_R,Rcs,Skew,SlottedA,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,autocor,automean,meanvariance,Psi_CS,Psi_eta,Class
1.3441.1697,0.4835,30.57248096,5.03E-05,0.181974249,-4.379493562,-0.616339608,0.032717799,-133.8566063,0,7998.851923,3064.484112,0.105100464,0.196290572,0.289026275,0.429675425,0.655332303,-9.24E-06,106.849315,0.091,0.890987124,-0.033333333,-0.354948805,-0.147212742,0.098583658,0.077153507,0.187,0.25325,0.035250086,0.251662511,4,7.880550393,0.224176002,0.088748107,0.6539395,0.552213811,0.040951734,2,-4.379493562,-0.051187654,0.067816423,2.051210092,2
1.3441.1698,0.386,32.93742272,-0.160357081,0.180129991,-4.523951718,-0.005711398,131.9505863,-0.034285196,0,5855.985181,1276.385868,0.102661597,0.19391635,0.298479087,0.439163498,0.663498099,-1.55E-05,46.11774616,0.075,0.906220984,-0.166666667,-0.320414006,-0.115833517,0.061255825,0.980219865,0.157,0.1945,0.045413475,0.480552402,4,9.812535291,0.189554444,0.162494588,0.639601392,0.552188008,0.065564887,2,-4.523951718,-0.041900192,0.046703553,1.970803092,2
1.3441.1699,0.5015,15.77296604,-0.36729715,0.22775264,-4.396435897,-1.748114355,0.011258901,-390.4853453,0,2490.31992,13077.81888,0.100574713,0.195402299,0.293103448,0.439655172,0.673850575,2.16E-05,149.5278459,0.102,0.80693816,0.033333333,-0.325443787,-0.158397815,0.176163151,0.552751687,0.2015,0.294,0.0634143,-1.023712276,4,7.304117418,0.241535732,0.169663949,0.652279902,0.656420259,0.073797605,2,-4.396435897,-0.054938986,0.064334979,1.930638254,2
1.3441.17,0.026,0.847632434,0.803132234,0.315878378,-9.080668919,-0.106111842,0.029628347,-306.4858412,0.002538071,3055.422587,778.2491242,0.139534884,0.279069767,0.418604651,0.581395349,0.813953488,6.12E-07,2.276490065,0.009,0.652027027,-0.033333333,-0.007378042,-0.004735161,363.0463704,8.58E-44,0.018,0.016,0.137213904,0.079239513,28,0.847929064,0.013617675,0.342687354,0.785357005,0.841505319,0.235854764,5,-9.080668919,-0.001499633,0.125864308,1.538398947,2
1.3441.170,0.0555,inf,-0.411678009,0.207100592,-7.036688081,-0.106966323,0.035807049,-196.5168392,0,6604.119103,2514.782985,0.1125,0.2375,0.35,0.5,0.7125,-1.82E-06,13.53260465,0.014,0.921386306,0.1,-0.034948146,-0.011365251,0.997315738,4.74E-12,0.028,0.03525,0.098451949,0.427957639,4,11.94247503,0.028117071,0.108769002,0.684490498,0.722832047,0.025758042,2,-7.036688081,-0.003995782,0.095246345,1.751853135,2
1.3441.1700,0.3925,35.62113249,-0.289388832,0.166666667,-4.729709877,-1.882701842,0.00149629,-3160.958608,8.83E-04,1557.172113,894.6140235,0.108411215,0.190654206,0.269158879,0.386915888,0.607476636,1.73E-05,39.39880978,0.071,0.843915344,0.033333333,-0.231911734,-0.113515807,0.093584938,0.847949451,0.144,0.21225,0.033272362,-1.352221262,4,7.362902867,0.180125837,0.043316468,0.648114441,0.546533367,0.017865311,2,-4.729709877,-0.038083908,0.056957185,1.995822465,2
1.3441.1701,0.741,19.84135974,0.193772822,0.207305936,-3.939338813,-0.01230756,682.2809313,-0.005773778,0.001829826,4596.887735,2039.716864,0.0978957,0.184812443,0.296431839,0.419945105,0.635864593,8.83E-06,89.40563294,0.159,0.802739726,0.033333333,-0.518546556,-0.275801161,1.461931693,0.559016924,0.3235,0.342,0.0305974,-0.117332951,4,4.130438491,0.340931774,0.123339016,0.688447332,0.529198183,0.063891526,2,-3.939338813,-0.086545431,0.0463692,1.936956329,2
1.3441.1702,0.3485,32.55539823,-0.342284189,0.177637511,-4.718418395,-1.2824802,0.010063638,-468.8580994,0,2308.799207,3894.886209,0.091295117,0.16985138,0.278131635,0.435244161,0.666666667,6.58E-07,87.59015537,0.066,0.849413886,0.033333333,-0.258064516,-0.099957555,0.073904209,0.083905353,0.131,0.185,0.025471758,-1.776637653,4,12.45940938,0.169480918,0.121036036,0.626467028,0.549839475,0.036738416,2,-4.718418395,-0.03591901,0.051984313,1.888206097,2
1.3441.1703,0.4675,21.70931714,-0.323626526,0.215756491,-4.542496867,-0.011943607,49.8305399,-0.091158893,8.97E-04,9225.120606,642.3336355,0.102011494,0.179597701,0.283045977,0.429597701,0.614942529,-1.83E-05,57.90545128,0.099,0.836168308,-0.166666667,-0.324829558,-0.153067957,0.997366446,0.234291452,0.197,0.283,0.061793367,-0.721936618,4,6.358053341,0.221133013,0.102071896,0.669566225,0.586832009,0.053728802,2,-4.542496867,-0.048680939,0.057848429,2.009492109,2
1.3441.1704,0.393,24.67411769,-0.168987346,0.197497766,-4.548866845,-0.611886093,0.030709822,-148.1241667,0,1334.212527,912.6200058,0.096892139,0.180987203,0.281535649,0.411334552,0.619744059,-6.21E-06,52.25048922,0.077,0.831992851,-0.166666667,-0.225884421,-0.120193364,1.909653614,0.407924466,0.154,0.207,0.026496481,-0.423757947,4,5.604478667,0.177345195,0.07538996,0.661663954,0.495320259,0.025209872,2,-4.548866845,-0.038986675,0.061922452,1.776072488,2
1.3441.1705,0.5225,29.30103468,0.032564683,0.180645161,-4.365564977,0.201254454,0.472351441,-9.242196797,0,1594.092669,1474.756524,0.104166667,0.1875,0.280555556,0.416666667,0.647222222,-8.92E-06,77.75290052,0.101,0.86359447,-0.1,-0.347181009,-0.16434604,0.049484398,0.039982283,0.202,0.248,0.039950046,0.215675577,4,7.400606667,0.246809915,0.065563062,0.649212979,0.533031026,0.026907491,2,-4.365564977,-0.056535618,0.070933626,2.029187466,2
1.3441.1706,0.3335,21.74915736,-0.317092685,0.205802357,-4.67825476,0.033691177,0.862034203,-5.426994361,9.08E-04,6958.616052,2026.906686,0.098562628,0.18275154,0.285420945,0.427104723,0.691991786,4.04E-06,52.50470811,0.069,0.808703536,0.1,-0.215371441,-0.10426033,0.288545683,0.50329566,0.1385,0.21775,0.024254852,-0.677158526,4,5.505623738,0.159822582,0.130448614,0.669795873,0.530464925,0.051973935,2,-4.67825476,-0.034162864,0.052882477,1.998429791,2
1.3441.1707,0.4255,19.12499692,-0.154804745,0.199824715,-4.490178791,-0.140865089,1.044368649,-4.29941936,0,14650.0128,1777.696511,0.118927973,0.209380235,0.318257956,0.470686767,0.700167504,4.30E-06,69.10078457,0.095,0.819456617,-0.033333333,-0.291741071,-0.133258929,0.997319252,0.001202746,0.19,0.2565,0.040688034,-0.959588213,4,5.649767757,0.202596086,0.039129933,0.684168768,0.5844908,0.018054117,2,-4.490178791,-0.045119826,0.068816206,1.878997534,2
1.3441.1708,0.4895,18.30819106,0.110619154,0.214890017,-4.378288494,3.79E-09,0.594920127,-7.359455992,0,7024.457372,3099.254226,0.104815864,0.202549575,0.304532578,0.430594901,0.682719547,-1.25E-05,104.8078858,0.1075,0.827411168,0.033333333,-0.320474777,-0.161150422,0.116442296,0.379728756,0.2145,0.272,0.031872456,0.20217314,4,4.456059199,0.227907294,0.052252749,0.686100337,0.551738754,0.025643263,2,-4.378288494,-0.052053969,0.051206073,1.861071067,2
1.3441.1709,0.6445,20.01704089,-0.039098781,0.208188153,-4.239770035,-0.120622891,0.78418349,-5.406604564,0,5386.889256,2665.903757,0.097254005,0.183066362,0.291762014,0.434782609,0.640732265,-1.62E-06,115.0662251,0.124,0.786585366,-0.033333333,-0.335393392,-0.20774899,0.065261158,0.559626391,0.255,0.3115,0.042978293,-0.661938344,4,3.426307891,0.271441964,0.068070282,0.696536506,0.518380915,0.031570413,2,-4.239770035,-0.064022804,0.05943365,1.909182939,2
1.3441.171,0.1115,21.62892542,0.544156203,0.19982238,-6.099263766,0.342188634,0.01070966,-569.5104969,0.001779359,2834.893899,1415.122127,0.1,0.19375,0.29375,0.4375,0.65,1.74E-06,16.58864239,0.024,0.872113677,-0.1,-0.061813412,-0.026233809,360.6511575,0.003729446,0.047,0.047,0.048525606,-0.380302222,4,7.65787198,0.053390886,0.104066219,0.665436493,0.559116389,0.051775312,2,-6.099263766,-0.008753661,0.064254701,1.910902351,2
1.3441.1710,0.43375,16.50457929,-0.14486217,0.203259005,-4.48726072,-0.677624944,0.060561582,-74.09417905,0,1054.938106,1190.071802,0.114021572,0.203389831,0.326656394,0.459167951,0.702619414,1.51E-05,58.13719575,0.1065,0.829331046,0.033333333,-0.292448615,-0.144995532,355.154058,3.36E-06,0.21175,0.241,0.044627363,-0.639023459,4,5.103752063,0.214918467,0.16361948,0.692563317,0.641280238,0.06666403,2,-4.48726072,-0.047895248,0.072185385,1.936518179,2
1.3441.1711,0.599,30.46881604,0.108383227,0.18466899,-4.198034843,-6.50E-09,0.595101398,-7.054318569,8.73E-04,4351.330051,2677.475762,0.09729064,0.179802956,0.278325123,0.392857143,0.631773399,-7.31E-06,120.7459699,0.1105,0.837108014,0.033333333,-0.391891892,-0.192508298,0.049704817,0.45992841,0.22375,0.2965,0.036260834,-0.213809885,4,5.944331599,0.267643264,0.097667086,0.656682803,0.523249967,0.050433685,2,-4.198034843,-0.063754417,0.056970155,1.99351935,2
1.3441.1713,0.57825,16.32146895,0.365994949,0.212065814,-4.013320841,-0.076639441,1.527733857,-2.626976435,9.16E-04,3562.126669,796.7517917,0.113276492,0.197320341,0.300852619,0.461632156,0.683313033,2.20E-05,50.71008995,0.1235,0.816270567,-0.033333333,-0.396904643,-0.204942586,0.050423013,0.528155843,0.24675,0.27125,0.046550894,-0.489372107,4,5.184102816,0.270560415,0.109542357,0.684497812,0.524618634,0.053025823,2,-4.013320841,-0.067415596,0.050220603,1.938788249,2
1.3441.1714,0.5115,23.05058448,-0.360086207,0.22502172,-4.410081668,1.044053801,0.019516614,-225.9655121,0.002610966,7297.341759,2044.436475,0.104456825,0.197771588,0.310584958,0.462395543,0.683844011,-7.37E-07,74.19962337,0.106,0.831450912,-0.1,-0.340171326,-0.161857529,0.997258373,2.21E-04,0.2225,0.28975,0.039023503,0.190771753,4,4.594944435,0.236856994,0.205988367,0.691596464,0.563589685,0.10692151,2,-4.410081668,-0.053708074,0.056245352,1.945824286,2
1.3441.1715,0.4525,35.17010525,-0.217879379,0.1769437,-4.523934763,-1.372519506,0.004776969,-947.0303042,8.95E-04,3433.766404,926.62824,0.088509317,0.166149068,0.263975155,0.397515528,0.635093168,4.59E-06,47.27437234,0.086,0.876675603,0.1,-0.315451119,-0.142762137,0.184068831,0.22590564,0.1695,0.2355,0.019606256,-0.674347376,4,9.263624146,0.21903167,0.097637983,0.628785405,0.559319972,0.036559196,2,-4.523934763,-0.048416187,0.04882495,1.979089536,2
1.3441.1716,1.7275,16.36668961,0.18712272,0.399380805,-4.655608875,6.30597645,0.014435473,-322.5116904,0.002068252,6956.266914,1459.010151,0.072607261,0.147048038,0.247891456,0.421708838,0.67363403,6.75E-05,164.2580909,0.34,0.675954592,0.033333333,-0.799912816,-0.594376635,0.997258373,2.71E-33,0.676,0.325,0.092295196,-0.742583827,8,2.150967092,0.775730588,0.62886384,0.702311291,0.846429128,0.319217425,2,-4.655608875,-0.1666228,0.105840283,1.628513985,2
1.3441.1717,0.40575,20.31211056,-0.030952969,0.207231041,-4.444281305,-0.700681335,0.01526395,-291.161942,0,1665.188004,1505.282904,0.108928571,0.183928571,0.303571429,0.442857143,0.696428571,2.16E-06,53.31251392,0.084,0.808641975,0.033333333,-0.229574612,-0.126040963,0.053472342,0.501372223,0.17,0.21,0.026197187,-0.281006186,4,4.953045334,0.188590804,0.11236776,0.67371404,0.558568901,0.046405615,2,-4.444281305,-0.042434489,0.046018086,2.0226034,2
1.3441.1718,0.4185,22.78994983,-0.139728665,0.202443281,-4.501008726,-0.029190293,4.083804512,-1.102160672,8.74E-04,3701.733062,914.0134036,0.10137457,0.190721649,0.290378007,0.420962199,0.682130584,1.82E-05,34.74663909,0.086,0.838568935,-0.1,-0.285238624,-0.129189789,0.047823235,0.681744478,0.169,0.226,0.054305423,-0.399215689,4,6.08724598,0.195262628,0.089875302,0.665662047,0.563923574,0.03911433,2,-4.501008726,-0.043381971,0.052536396,1.995892502,2
1.3441.1719,0.518,29.18599344,-0.037619907,0.192676548,-4.342176112,-0.374153935,0.040080866,-108.3353866,0,7030.304355,919.9251063,0.094133697,0.165075034,0.26739427,0.403819918,0.63165075,-1.68E-06,54.9994732,0.099,0.824760244,0.1,-0.364264333,-0.168777343,0.150166179,0.376952861,0.195,0.26125,0.032809508,-0.513682309,4,6.265500878,0.23995227,0.074005918,0.649996573,0.508800523,0.038255587,2,-4.342176112,-0.055260833,0.047722749,1.956673225,2
1.3441.172,0.1235,18.42029756,0.613345366,0.192274678,-5.958995708,-0.999141528,0.002766195,-2154.221395,0.00171969,4291.396218,2161.877396,0.129411765,0.229411765,0.347058824,0.470588235,0.694117647,5.74E-06,18.81180756,0.029,0.879828326,-0.1,-0.077026347,-0.028528277,0.997258373,2.03E-18,0.059,0.0545,0.085288121,-0.247502915,4,7.095968468,0.059767525,0.067916094,0.681424518,0.7555051,0.034707404,2,-5.958995708,-0.010029798,0.089387828,1.802137696,2
1.3441.1720,0.35275,20.80646132,-0.381930348,0.200170358,-4.800601363,-1.71E-08,0.595146826,-8.066247109,0.001706485,2795.948073,838.0797591,0.102272727,0.193181818,0.299242424,0.426136364,0.643939394,1.95E-06,25.77841058,0.0775,0.844122658,-0.033333333,-0.224336973,-0.109828393,0.997258373,1.82E-07,0.158,0.25525,0.044272699,0.33211716,4,6.117500169,0.169381386,0.028145565,0.675543266,0.617566397,0.01547194,2,-4.800601363,-0.035283368,0.065039967,1.846187766,2
1.3441.1721,0.436,25.9194611,-0.097642398,0.194225722,-4.481050744,-2.012434204,0.002445567,-1832.315496,0.003505697,8880.962481,2713.054623,0.099025974,0.176948052,0.282467532,0.396103896,0.636363636,9.29E-06,78.66730376,0.086,0.855643045,0.033333333,-0.298351159,-0.137254902,0.246466457,0.229000003,0.1735,0.249,0.040571312,0.209992393,4,5.695035449,0.199361182,-0.004728509,0.663621016,0.535155941,-0.002057281,2,-4.481050744,-0.044489829,0.051318841,1.941486647,2
1.3441.1722,0.3615,33.02656918,-0.487241039,0.185461323,-4.623316869,-0.002274223,783.8872335,-0.005897936,0.00280112,3048.211171,3433.736814,0.100760456,0.19391635,0.296577947,0.425855513,0.627376426,-2.07E-06,114.1462579,0.077,0.865796831,0.033333333,-0.248870725,-0.113142611,0.057797701,0.611828957,0.156,0.2265,0.047171567,0.41237181,4,7.663073028,0.17992232,0.145919122,0.659727318,0.514687069,0.063201143,2,-4.623316869,-0.038916286,0.061301411,1.967297523,2
1.3441.1723,0.35475,17.75811375,-0.327688336,0.226027397,-4.703058219,3.90E-04,13343.38739,-3.52E-04,0,8679.937519,2997.5165,0.096837945,0.185770751,0.290513834,0.450592885,0.701581028,2.77E-05,79.10369988,0.0725,0.785958904,0.1,-0.19766702,-0.107317073,0.097549405,0.292665393,0.147,0.2035,0.060105507,0.429806455,4,3.925214473,0.162407297,0.067282932,0.691315755,0.53979599,0.031151145,2,-4.703058219,-0.034532274,0.048807236,1.99722384,2
1.3441.1724,0.79425,13.84843593,-0.240651759,0.248441674,-4.349825468,-0.004839244,1450.745697,-0.002998338,0.002676182,23360.0206,1634.373401,0.106417547,0.202274574,0.300568643,0.43866775,0.643379366,-3.67E-06,125.1973834,0.182,0.781834372,0.033333333,-0.450331126,-0.28111441,0.997312168,8.50E-04,0.3695,0.41125,0.054325886,-0.064006181,4,3.162589579,0.372477833,0.269977854,0.710951802,0.561068953,0.14361188,2,-4.349825468,-0.085630524,0.074832245,1.882345329,2
1.3441.1725,0.5775,18.39295257,0.185470234,0.221929825,-3.990600877,-0.147161492,1.279625769,-3.118568705,0,18593.91737,4544.306724,0.112960761,0.198573127,0.312722949,0.44351962,0.662306778,-1.72E-05,180.2760511,0.13,0.81754386,-0.033333333,-0.401705115,-0.210882648,0.148665495,0.171780257,0.26075,0.29775,0.035342136,-0.712304188,4,5.243183861,0.273911923,0.053783859,0.685079372,0.514854032,0.030914095,2,-3.990600877,-0.068639268,0.048498138,2.020545806,2
1.3441.1726,0.41325,26.69942447,-0.327166342,0.196566524,-4.4889897,-0.327363279,0.033075166,-135.7208534,8.60E-04,10298.0297,3393.414737,0.088333333,0.165,0.261666667,0.403333333,0.615,5.60E-07,88.29417345,0.077,0.824034335,0.033333333,-0.26481069,-0.13363029,0.642964566,0.195094316,0.157,0.256,0.033474545,-0.496642481,4,5.132602728,0.188534483,0.086816833,0.659963064,0.525828026,0.04562482,2,-4.4889897,-0.041999313,0.047587874,1.957924857,2
1.3441.1727,0.3465,9.950779618,-0.357627964,0.219909502,-4.763371041,-0.192638323,0.631245971,-7.545982489,9.07E-04,2941.86315,1799.396213,0.142307692,0.244230769,0.332692308,0.459615385,0.688461538,1.82E-05,80.32197292,0.086,0.852488688,-0.033333333,-0.226335717,-0.109381573,0.997253416,4.17E-06,0.173,0.221,0.064591847,-0.51362117,4,4.716535155,0.165357394,0.07443757,0.723567418,0.620884358,0.034517631,2,-4.763371041,-0.034714364,0.068612367,1.948244949,2
1.3441.1728,0.44075,20.5586255,-0.153666925,0.203244275,-4.47423187,1.561969587,0.001053454,-4247.200192,0,2546.974605,2115.425395,0.111853088,0.191986644,0.288814691,0.427378965,0.669449082,-1.58E-06,57.62973111,0.087,0.788167939,0.1,-0.258605275,-0.133884667,0.120645119,0.856320437,0.17325,0.238,0.046833815,-0.758662502,4,5.299732442,0.197471601,0.024360226,0.670832064,0.553341775,0.010086774,2,-4.47423187,-0.044135308,0.067496958,1.954078954,2
1.3441.1729,0.513,26.8477013,-0.022054598,0.202597403,-4.322440693,1.124963993,0.017750192,-243.5151468,0,8649.870085,1144.442887,0.091383812,0.165796345,0.254569191,0.392950392,0.633159269,9.10E-06,57.69945719,0.099,0.808658009,0.033333333,-0.396239554,-0.177808728,0.060518711,0.511350038,0.1945,0.23925,0.036180488,-1.312850606,4,7.283526111,0.239271569,0.01848687,0.660423716,0.531436745,0.008118493,2,-4.322440693,-0.055355663,0.055014562,2.06320368,2
1.3441.173,0.203,3.237993477,0.59798751,0.278645833,-5.953561632,-0.007661658,89.12577924,-0.066799546,0,739.0277002,1485.811284,0.155487805,0.271341463,0.408536585,0.56097561,0.737804878,6.05E-06,44.61839529,0.0665,0.743055556,-0.1,-0.094441174,-0.055167774,0.99728028,2.92E-28,0.134,0.11,0.069885995,-0.211237215,4,2.644618416,0.106176468,0.212944021,0.760588034,0.834213899,0.1249898,2,-5.953561632,-0.017834109,0.114614563,1.63997366,2
1.3441.1730,0.9955,18.38270839,-0.199169686,0.221164021,-4.06210582,0.259987458,2.288165225,-1.775267702,0,400.0264456,1002.360521,0.12884978,0.24512885,0.34318039,0.486486486,0.736015085,4.33E-05,104.2183624,0.26,0.665608466,-0.233333333,-0.498675018,-0.383281137,0.996960011,2.65E-07,0.546,0.69125,0.07243545,0.923808975,4,1.542747232,0.490930372,0.353085941,0.754311136,0.634290848,0.251741133,2,-4.06210582,-0.120856126,0.078709419,1.727830792,2
1.3441.1731,0.484,26.86264096,-0.105137896,0.208297321,-4.418692308,-0.054120084,1.488599538,-2.968355287,8.66E-04,4119.474784,2497.882671,0.088590604,0.161073826,0.237583893,0.37852349,0.624161074,1.31E-05,120.3973283,0.09,0.795159896,0.1,-0.322602584,-0.168895942,0.110131228,0.451672394,0.177,0.256,0.053648513,-0.931367358,4,6.26402517,0.226169077,0.090429238,0.658594277,0.539358861,0.031633018,2,-4.418692308,-0.051184618,0.046415891,2.02390992,2
1.3441.1732,0.77325,17.8763728,0.459774826,0.21023766,-4.10590128,-0.301142931,0.906547961,-4.529160568,0,2283.349132,953.9615949,0.105352591,0.197960918,0.303313509,0.439252336,0.668649108,1.77E-05,89.51921145,0.178,0.775137112,0.033333333,-0.525780772,-0.288303735,0.191421731,0.117434946,0.357,0.5865,0.038233713,-0.973256612,4,4.846660737,0.378788055,0.386276196,0.689445876,0.634922616,0.189543558,2,-4.10590128,-0.092254545,0.063843891,1.979864105,2
1.3441.1733,0.4375,26.30528791,-0.16399013,0.198237885,-4.460407048,-1.21953828,0.009670125,-461.2563923,8.83E-04,7534.013193,2872.40209,0.099041534,0.190095847,0.285942492,0.405750799,0.662939297,-1.20E-05,84.2888755,0.087,0.826431718,-0.033333333,-0.280901383,-0.13966979,0.097625186,0.443425371,0.1785,0.2475,0.044440868,-0.058611862,4,5.474599084,0.20341719,0.063770385,0.67283137,0.530120281,0.030721441,2,-4.460407048,-0.045605073,0.051722219,1.823852235,2
1.3441.1734,0.69025,23.3345904,0.323459516,0.213143872,-3.964670515,-0.167982822,1.098000885,-3.610808123,0.002669039,2143.884705,1562.917698,0.091002045,0.168711656,0.263803681,0.396728016,0.659509202,1.18E-05,118.7889761,0.13,0.764653641,0.166666667,-0.376866616,-0.24753227,0.093665751,0.267714388,0.258,0.317,0.043024899,-0.593571733,4,3.692614134,0.304515174,0.13228351,0.674270484,0.632108105,0.058973304,2,-3.964670515,-0.076807183,0.053802384,1.947995683,2
1.3441.1735,0.38075,21.90619335,-0.219363673,0.194899818,-4.524139344,-0.78987604,0.007551749,-599.0849364,9.12E-04,2896.232332,1022.590314,0.104125737,0.192534381,0.300589391,0.440078585,0.666011788,2.05E-06,42.29812262,0.076,0.849726776,0.033333333,-0.263146266,-0.112461335,0.067716613,0.349111186,0.15275,0.2125,0.030517651,-0.209427617,4,5.863993769,0.171789419,0.020959253,0.667681768,0.555975788,0.011655556,2,-4.524139344,-0.037971735,0.061054813,2.030339003,2
1.3441.1736,0.84775,23.84637297,0.66143041,0.226277372,-3.702965328,-0.09567861,3.399074498,-1.089403992,0,4461.747706,1684.790763,0.0890625,0.15703125,0.25,0.39140625,0.6421875,2.82E-05,110.3427764,0.1515,0.808394161,-0.033333333,-0.597526549,-0.344132276,0.057579086,0.675673602,0.32,0.355,0.0504824,-0.429276615,4,4.516961066,0.388465671,0.136229775,0.669642103,0.561553946,0.058222769,2,-3.702965328,-0.104906645,0.046012129,2.035679124,2
1.3441.1737,0.511,38.3414553,-0.126114348,0.170840787,-4.363485689,-1.739146426,0.013757681,-317.1672298,8.96E-04,639.7767292,637.1085842,0.098066298,0.178176796,0.276243094,0.430939227,0.658839779,4.88E-06,53.18267421,0.1,0.84078712,-0.166666667,-0.391695502,-0.167012687,0.051916655,0.44226089,0.2,0.26525,0.028816596,-1.794720778,4,8.6619772,0.255632079,0.10303479,0.642076357,0.567696654,0.040006065,2,-4.363485689,-0.058584374,0.049123905,1.974252305,2
1.3441.1738,0.434,16.66112561,-0.009542324,0.21434745,-4.352093345,0.005745069,25.44311815,-0.171051886,0,2177.481302,1494.821648,0.107086614,0.195275591,0.296062992,0.439370079,0.692913386,4.99E-06,55.87084147,0.095,0.770959378,0.033333333,-0.245408632,-0.145775941,0.053879001,0.422235961,0.188,0.2625,0.030409277,-0.202575705,4,4.284265299,0.204858519,0.094400343,0.689114923,0.530406316,0.052151697,2,-4.352093345,-0.04707126,0.059266979,2.031140008,2
1.3441.174,0.1145,29.22985898,0.654428907,0.178315412,-5.935232975,0.272173473,0.014692472,-403.9642264,0,1793.591672,1209.432208,0.096969697,0.193939394,0.296969697,0.454545455,0.703030303,-3.08E-06,20.41614178,0.025,0.933691756,-0.033333333,-0.102425876,-0.027796496,0.166082034,0.823350519,0.049,0.056,0.045594298,-0.652887328,4,17.09405691,0.060135923,0.042585254,0.632018154,0.533558736,0.010807518,2,-5.935232975,-0.010132024,0.064145729,1.922897265,2
1.3441.1740,0.4715,15.6954886,-0.060042085,0.216795201,-4.435700943,-0.008950598,94.76181628,-0.046808948,0,8895.550268,2134.998178,0.111278195,0.213533835,0.32481203,0.457142857,0.702255639,-1.50E-05,127.1731114,0.107,0.824335904,0.166666667,-0.30880036,-0.149673644,0.997136637,0.010333547,0.2155,0.24975,0.046592676,-0.144130071,4,4.623351092,0.219451307,0.165419803,0.695010093,0.56068717,0.092549863,2,-4.435700943,-0.049473874,0.063224332,1.983099491,2
1.3441.1741,0.4665,23.58804704,-0.241372045,0.206751055,-4.501767089,0.005831162,65.69174277,-0.06852866,0,5840.639502,1102.495243,0.104387292,0.189107413,0.288956127,0.419062027,0.668683812,1.74E-05,55.41303231,0.097,0.847257384,-0.1,-0.313777778,-0.146888889,0.052439267,0.569706662,0.191,0.293,0.029612967,-0.57293101,4,6.763602168,0.219608281,0.040516444,0.66396845,0.567556539,0.020766527,2,-4.501767089,-0.048782684,0.048668673,1.965062504,2
1.3441.1742,0.714,7.698664605,0.380149035,0.211136891,-3.813204176,-0.299185074,0.432766357,-8.811230623,0,8154.084017,7432.448871,0.111881188,0.199009901,0.289108911,0.43960396,0.699009901,-1.27E-05,78.03664333,0.147,0.770301624,-0.033333333,-0.452058364,-0.263157895,0.169050758,0.25015207,0.2905,0.322,0.056089788,0.341988957,4,3.744277988,0.325115657,0.074582444,0.695713954,0.707548611,0.037606586,2,-3.813204176,-0.08526049,0.075989146,1.85651548,2
1.3441.1743,0.61875,22.57861107,0.076041549,0.213617021,-4.21784766,-0.706917403,0.052414385,-80.47118543,8.53E-04,10239.74244,1351.8103,0.115044248,0.206068268,0.321112516,0.456384324,0.672566372,7.93E-06,56.3220991,0.127,0.846808511,0.233333333,-0.446530418,-0.187975285,0.10132532,0.731909245,0.253,0.3035,0.025848533,-0.99628361,4,6.262885886,0.272580216,0.158720129,0.673910895,0.553137493,0.066586827,2,-4.21784766,-0.064625429,0.040240872,1.944233514,2
1.3441.1744,0.4615,14.26762421,0.203507554,0.206956522,-4.305338261,-0.03720395,3.222731449,-1.335928335,0,4085.296593,1672.415872,0.121879589,0.21732746,0.340675477,0.487518355,0.704845815,7.91E-06,79.26324499,0.116,0.766086957,-0.033333333,-0.30701347,-0.158151417,0.065883383,0.170144567,0.232,0.27,0.037053278,-0.891715758,4,4.979961148,0.228809667,0.042364167,0.698149927,0.514904799,0.025408479,2,-4.305338261,-0.053145573,0.045234744,1.89121583,2
1.3441.1745,0.66975,18.76555367,0.040153731,0.22572402,-4.545366269,-0.162088611,1.931908962,-2.352784918,0,7737.714828,2026.113332,0.12512219,0.224828935,0.332355816,0.499511241,0.72629521,6.39E-05,84.07965444,0.1675,0.77427598,0.1,-0.398155351,-0.227358595,0.499343739,0.085824028,0.33975,0.28,0.081299163,-1.00075897,4,3.726154843,0.335578963,0.350324645,0.720613606,0.58456072,0.190881713,2,-4.545366269,-0.073828806,0.062515452,1.91788181,2
1.3441.1746,0.6935,30.20087452,0.001388613,0.198426573,-4.62455507,-0.097737041,1.650467661,-2.801966485,0,2898.240352,1822.729952,0.091826438,0.17457114,0.263370333,0.420787084,0.663975782,2.84E-05,96.64783429,0.1295,0.810314685,0.033333333,-0.382285652,-0.215927661,0.17620759,0.565391188,0.2615,0.346,0.050380068,-1.212430389,4,4.938388364,0.318752349,0.426819306,0.672539547,0.557161605,0.186073259,2,-4.62455507,-0.068926058,0.049739843,1.991228582,2
