MACHO_Id,Amplitude,AndersonDarling,B_R,Beyond1Std,Bmean,CAR_sigma,CAR_tau,CAR_tmean,Con,Eta_B_R,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,LinearTrend,MaxSlope,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Q31,Q31B_R,Rcs,Skew,SlottedA,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,autocor,automean,meanvariance,Psi_CS,Psi_eta,Class
176.19735.2709,0.722,17.97264047,1.180649866,0.162011173,-3.814511173,-0.031505455,32.74626847,-0.116486896,0,375.5108306,506.4245482,0.079021637,0.145813735,0.242709313,0.377234243,0.555973659,-6.81E-05,23.43292326,0.119,0.851955307,0.1,-0.525406242,-0.274181068,0.21949951,0.832788676,0.2575,0.277,0.098587311,0.815737466,4,7.655832445,0.34372756,0.038747038,0.641560663,0.687302441,0.018986279,2,-3.814511173,-0.090110513,0.11519312,1.80234014,8
176.19997.3338,0.6835,3.132291554,1.247571911,0.239690722,-2.90371134,-0.028001316,50.48830963,-0.057512548,0.002590674,1950.030433,983.5066924,0.118198874,0.222326454,0.341463415,0.468105066,0.681050657,-4.99E-05,48.91622732,0.1745,0.680412371,-0.1,-0.50811184,-0.367966862,0.996726298,0.019615784,0.364,0.331,0.129944558,-0.525391684,4,3.120620059,0.330541689,0.283253887,0.722850401,0.592542543,0.118533763,2,-2.90371134,-0.113834211,0.103931129,1.896411292,8
177.25109.1274,1.143,4.089965436,1.304692164,0.361643836,-2.457843836,0.073205206,37.41224538,-0.06569624,0.019283747,296.6204515,295.2024746,0.102809325,0.203825463,0.317393903,0.46742379,0.737597131,2.32E-04,36.00823048,0.267,0.556164384,-0.033333333,-0.804526749,-0.688477366,0.999122959,2.48E-04,0.531,0.53775,0.153394786,-0.805077374,8,1.956555186,0.516327533,0.228151031,0.723867382,0.732042553,0.101912554,2,-2.457843836,-0.210073368,0.104943082,1.655642081,8
177.25111.120,0.08875,55.06545811,1.3960425,0.0475,-6.25,-0.025003678,26.90864033,-0.232267403,0.015075377,296.6204515,184.804486,0.106796117,0.203883495,0.291262136,0.417475728,0.660194175,1.60E-05,4.458161869,0.015,0.95,0.1,-0.102508616,-0.016510379,669.4789908,9.59E-04,0.03,0.53775,0.154518919,-6.062399216,8,45.52068444,0.069279542,0.228151031,0.439740202,0.619524416,0.101912554,6,-6.25,-0.011084727,0.151487721,0.37397007,8
177.25756.2480,0.6985,6.182700262,1.160363868,0.215025907,-3.121,-0.04157211,15.10908328,-0.206564485,0.002604167,811.5360388,56.3105528,0.108758422,0.179980751,0.286814244,0.432146295,0.646775746,-6.24E-06,9.259259267,0.142,0.707253886,-0.033333333,-0.476569971,-0.331208161,278.7814122,0.290823944,0.2965,0.28275,0.12310925,0.231294513,4,3.178164258,0.321295145,0.15082365,0.692920911,0.728292518,0.063740586,2,-3.121,-0.102946217,0.110143591,1.754683438,8
178.23136.5133,1.16225,13.68609447,0.851812938,0.391666667,-3.367255556,0.041305037,205.9885826,-0.016346807,0.039106145,1031.787919,80.15411463,0.084175084,0.147474747,0.257239057,0.386531987,0.616835017,8.89E-05,16.0895418,0.185,0.730555556,0.033333333,-0.553468646,-0.449863678,1117.763819,1.20E-18,0.379,0.29925,0.241132169,-1.355627519,44,4.107921603,0.47371042,0.412231604,0.659752699,0.675990499,0.162191455,14,-3.367255556,-0.140681458,0.241132169,0.783590056,8
178.23266.2918,0.83725,19.01412944,0.974024658,0.202739726,-3.632635616,-0.243806891,3.108470394,-1.168624808,0.008264463,1031.787919,23547.25918,0.079331942,0.155532359,0.233820459,0.349686848,0.589770355,8.90E-05,214.0608604,0.116,0.794520548,0.033333333,-0.496108949,-0.266259033,0.994550111,0.049976036,0.224,0.29925,0.095661012,-2.127112604,8,8.548836243,0.335958863,0.412231604,0.603492959,0.574867943,0.162191455,3,-3.632635616,-0.092483502,0.076829903,2.036701383,8
178.23273.6023,0.677,3.616365322,0.928625535,0.256410256,-2.960584046,-0.051876351,13.0871548,-0.226220603,0,2114.05614,4635.413692,0.087523277,0.172253259,0.291433892,0.447858473,0.61452514,-3.57E-05,81.14725428,0.155,0.561253561,-0.033333333,-0.319892473,-0.360887097,0.281947152,0.055541412,0.312,0.32225,0.086382661,0.138792881,4,1.201489024,0.305121382,0.15306446,0.72264203,0.677966159,0.091605369,2,-2.960584046,-0.103061213,0.117429665,1.906027392,8
178.23398.4814,0.6275,3.435306524,1.076353565,0.247863248,-2.993621083,-0.028763131,72.71820701,-0.041167422,0.014326648,684.9471712,465.6554509,0.104733132,0.192346425,0.320241692,0.433031219,0.703927492,-3.10E-05,24.83385799,0.153,0.700854701,0.033333333,-0.54008016,-0.331663327,0.997917398,0.260556064,0.3165,0.2735,0.125816046,-0.654619078,4,3.174964737,0.299482034,0.15005474,0.713750245,0.628147492,0.06510334,2,-2.993621083,-0.100040061,0.084905158,1.768264572,8
178.23531.931,0.198,19.82390218,1.254650128,0.129943503,-4.792536723,-0.035464086,11.05131697,-0.433662045,0.011363636,18061.92391,2572.711442,0.120689655,0.185344828,0.301724138,0.452586207,0.745689655,1.33E-05,20.28681357,0.034,0.858757062,0.1,-0.167713568,-0.048576214,1.002678598,0.121682462,0.0695,0.05825,0.109140658,-3.564962461,8,21.92622512,0.101047369,0.250824642,0.587665084,0.60226473,0.067598431,3,-4.792536723,-0.021084318,0.084444641,1.829346187,8
178.23660.2137,0.6445,6.208694042,1.101968408,0.242937853,-2.989711864,-0.032929657,110.3631123,-0.027089775,0.019886364,37744.53921,21788.39226,0.10964467,0.171573604,0.270050761,0.411167513,0.687309645,7.73E-05,175.2360965,0.133,0.711864407,0.033333333,-0.465120188,-0.331148092,1.00038528,0.145563461,0.26525,0.247,0.13953394,-0.920619756,4,3.804546156,0.299399939,0.15748118,0.689209641,0.655767354,0.057040318,2,-2.989711864,-0.100143409,0.089945462,1.614403048,8
178.24048.3166,0.9475,5.182441555,0.88431003,0.350282486,-2.882011299,0.195467771,4.287632659,-0.672168427,0.014204545,29.1747928,20.46396806,0.120032441,0.206812652,0.320356853,0.489862125,0.660178427,6.99E-05,2.16700933,0.204,0.624293785,-0.1,-0.576997028,-0.431043524,0.924705798,0.60856524,0.3935,0.442,0.102522646,-0.777884373,4,2.864881457,0.398672359,0.170653046,0.70562126,0.624500046,0.070258761,2,-2.882011299,-0.138331296,0.092822731,1.928947863,8
179.21577.1740,0.48025,15.29834882,1.044782209,0.205521472,-3.729696319,-0.073763112,11.24419983,-0.331699576,0.00617284,29.1747928,14.66211679,0.089644513,0.154559505,0.251931994,0.341576507,0.618238022,-7.37E-07,0.976990129,0.081,0.81595092,-0.033333333,-0.387557231,-0.174252626,772.9530766,0.031426,0.16225,0.442,0.131887989,-2.085449462,4,10.18350733,0.227995836,0.170653046,0.602742361,0.628097819,0.070258761,2,-3.729696319,-0.061129866,0.131887989,1.417163661,8
179.21578.2080,1.3075,10.60733961,1.654067934,0.394984326,-2.720708464,0.088869252,28.96389838,-0.093934471,0.031545741,32.74417695,12.81186124,0.09183065,0.153846154,0.22659511,0.349433512,0.583780561,-1.24E-04,1.651171382,0.187,0.711598746,-0.033333333,-0.820149254,-0.625746269,0.999275488,1.90E-05,0.374,0.307,0.185053545,-1.428239766,20,4.765556665,0.49230428,0.279197672,0.654752378,0.62592446,0.092318247,8,-2.720708464,-0.18094709,0.109546816,1.445011186,8
179.21584.3189,0.829,1.534343112,1.565215687,0.28525641,-2.405477564,-0.015739675,144.3735215,-0.016661487,0,34.05327524,28.89036463,0.108027007,0.205551388,0.345836459,0.528882221,0.759939985,-9.95E-05,2.006159131,0.229,0.570512821,-0.033333333,-0.643436655,-0.554607864,0.122722432,0.106516197,0.45725,0.487,0.095601307,-0.300969029,4,1.444365898,0.411693858,0.135111863,0.740421003,0.601935932,0.086288016,2,-2.405477564,-0.171148492,0.112743069,1.785955123,8
179.21844.84,0.2825,42.91029862,1.645219521,0.133531157,-6.503652819,-0.010757253,189.3557243,-0.034346217,0.07761194,19.41235098,0.47408608,0.034205231,0.06639839,0.118712274,0.229376258,0.52917505,-7.21E-06,0.069705556,0.029,0.771513353,0.1,-0.086687307,-0.076934985,1116.487777,4.45E-35,0.059,0.028,0.329622919,-2.259198607,72,4.412112861,0.137950969,0.636541794,0.661613753,0.702932837,0.297972038,27,-6.503652819,-0.021211306,0.329622919,0.040607967,8
179.21971.6468,1.096,2.017278722,1.357066256,0.300330033,-2.16979538,-0.099218002,11.20651768,-0.193619056,0,33.21769198,25.40263664,0.107186358,0.22228989,0.334348356,0.470158343,0.773447016,-6.40E-05,2.091663139,0.271,0.570957096,-0.1,-0.889671362,-0.770892019,0.203170165,0.214328192,0.5375,0.525,0.099672126,-0.456991531,4,1.076356807,0.502251595,0.256146373,0.747774977,0.711729786,0.16708151,2,-2.16979538,-0.231474175,0.121905328,1.752603228,8
179.21971.936,0.219,8.095397225,1.395435058,0.163690476,-4.470154762,-0.038181302,3.11291817,-1.436001372,0.005988024,23.32084754,20.78556398,0.113138686,0.200729927,0.302919708,0.459854015,0.635036496,2.08E-05,0.454786157,0.042,0.824404762,0.033333333,-0.11347359,-0.061324978,0.099887571,0.862375154,0.08325,0.105,0.088011548,-0.377542167,4,5.776607149,0.095873335,0.02239165,0.661893199,0.398101345,0.006505785,2,-4.470154762,-0.021447431,0.093959967,1.844090132,8
179.22226.151,0.1005,4.129710771,1.595573062,0.24702381,-5.926577381,0.005153941,112.0697387,-0.052882941,0.002994012,26.10621885,18.35349403,0.103225806,0.2,0.316129032,0.509677419,0.735483871,-2.08E-05,0.191197942,0.0235,0.738095238,-0.1,-0.042664418,-0.02613828,0.999044541,0.242746549,0.049,0.05225,0.1054495,-0.014004979,4,4.75809096,0.050066919,0.221760919,0.705437657,0.433290444,0.088115146,2,-5.926577381,-0.008447864,0.098373158,1.868093518,8
179.22486.3353,0.6015,7.657296684,0.992891426,0.259146341,-3.510237805,0.071544708,11.04677011,-0.317761461,0.015337423,27.62271684,14.2378308,0.082285714,0.166857143,0.259428571,0.416,0.634285714,8.83E-05,0.843700144,0.1115,0.728658537,0.1,-0.41359447,-0.252016129,0.999342615,0.048262495,0.226,0.2085,0.142300598,-1.049225425,12,4.470777414,0.26734878,0.229065005,0.681720758,0.675846525,0.089991367,2,-3.510237805,-0.076162584,0.102773577,1.806374731,8
179.22616.2234,0.3185,3.145569271,1.204801955,0.261829653,-3.711116719,-0.016742837,34.86873484,-0.106431069,0.003174603,28.79335188,25.43515387,0.110019646,0.192534381,0.294695481,0.473477407,0.728880157,-1.82E-05,0.705958694,0.077,0.637223975,0.033333333,-0.150430571,-0.136975242,0.123508321,0.95148729,0.15,0.1415,0.095883337,0.020781215,4,1.99592025,0.15519188,0.22385964,0.718546382,0.589036405,0.097527126,2,-3.711116719,-0.041818108,0.091857836,1.89319807,8
179.22619.3190,1.269,3.079718177,1.583986624,0.390322581,-2.606390323,0.073161732,71.27071963,-0.036570282,0.022727273,36.71140055,18.34415264,0.106596767,0.235474006,0.334643949,0.567496723,0.830056793,3.98E-04,2.237788005,0.385,0.493548387,0.033333333,-0.889575443,-0.912497508,1674.731666,1.46E-11,0.7655,0.48775,0.24179021,-0.445501876,68,-0.077645003,0.678697557,0.481761861,0.785164856,0.714305849,0.288293849,9,-2.606390323,-0.260397513,0.24179021,1.198916151,8
18.3324.1765,0.357,31.97892197,-0.166031351,0.156378601,-4.790407407,-0.030653385,24.01307534,-0.199491624,0.020632737,314.5280334,622.7817165,0.096846847,0.186936937,0.301801802,0.423423423,0.675675676,3.65E-05,25.66045906,0.065,0.887517147,0.166666667,-0.226834382,-0.093081761,0.997026512,6.53E-08,0.134,0.154,0.1341647,-1.458263874,24,9.950057657,0.170771806,0.234787077,0.618484843,0.555030065,0.080971636,4,-4.790407407,-0.035648702,0.082391896,1.650449862,8
180.22240.202,0.73475,49.97698164,1.728369618,0.449848024,-4.67568693,0.020268718,524.459023,-0.008915257,0.103975535,2943.991568,125.5402979,0.03898917,0.069314079,0.120577617,0.285198556,0.864259928,5.75E-04,17.76960785,0.067,0.765957447,-0.1,-0.296781354,-0.307436182,2439.976527,6.41E-35,0.167,0.09175,0.3562533,-1.715758211,96,1.441854334,0.435324449,0.697815343,0.731508698,0.69303522,0.407394387,34,-4.67568693,-0.093103849,0.3562533,0.100688725,8
180.22242.2664,0.5125,3.867894999,1.134799996,0.200626959,-3.383050157,-0.048353665,6.290050151,-0.537841524,0.003154574,30.43234284,653.5894999,0.138582677,0.245669291,0.373228346,0.475590551,0.68976378,-4.69E-05,18.70368373,0.118,0.73354232,-0.1,-0.2956496,-0.187925422,0.103497377,0.369586346,0.235,0.2185,0.106443166,-0.551890651,4,3.674834757,0.213681282,0.042952051,0.709908718,0.620025025,0.024368124,2,-3.383050157,-0.063162316,0.094721354,1.840781005,8
180.22633.2883,0.7235,3.906393172,1.212851286,0.230769231,-2.920801282,0.095232152,13.20082518,-0.221258993,0.009677419,30.17206639,19.51324931,0.111016949,0.203389831,0.305084746,0.479661017,0.726271186,-1.40E-04,1.432227882,0.1715,0.71474359,0.033333333,-0.818056036,-0.408163265,650.6604072,1.94E-04,0.3645,0.322,0.145836793,-0.987735462,4,5.658123157,0.382565311,0.280763963,0.700825814,0.641175139,0.107477942,2,-2.920801282,-0.130979575,0.145734593,1.452360799,8
180.22759.707,0.356,2.21999916,1.303113064,0.278787879,-4.472042424,-0.09731677,4.193114108,-1.066520564,0.00304878,26.94710968,506.6316417,0.124304267,0.228200371,0.333951763,0.456400742,0.630797774,-5.48E-05,12.86764706,0.0865,0.606060606,-0.166666667,-0.13831692,-0.120635631,0.997129762,0.095627048,0.17975,0.124,0.126139917,-0.195739669,4,1.696580692,0.158220094,0.512256457,0.737604173,0.544928612,0.265863953,2,-4.472042424,-0.035379829,0.092925616,1.637741971,8
180.22767.1452,0.6295,9.905629273,1.600511388,0.243670886,-3.105955696,0.101590141,10.84837791,-0.286306001,0.00955414,28.25928171,321.7992396,0.091753775,0.169570267,0.269454123,0.423925668,0.645760743,3.22E-05,17.57899764,0.111,0.794303797,0.1,-0.623334417,-0.279818005,0.998966848,0.236244953,0.23025,0.229,0.114756109,-1.880334206,4,9.168093674,0.291635824,0.188317753,0.641934113,0.557553937,0.052473732,2,-3.105955696,-0.093895681,0.099396301,1.64506069,8
180.23412.3949,0.8545,3.506061311,1.248574532,0.243421053,-2.388075658,-0.084554551,6.552771526,-0.364437498,0,31.36494287,29.03536141,0.09406657,0.181620839,0.295224313,0.440665702,0.672214182,2.94E-05,2.784440447,0.202,0.664473684,-0.033333333,-0.793814433,-0.581527456,0.132314387,0.427154485,0.40425,0.4865,0.056857057,-0.613962884,4,3.123744511,0.41445014,0.080975835,0.704451984,0.56139512,0.046674406,2,-2.388075658,-0.173549837,0.106298775,1.793089414,8
2.5628.5917,0.489,30.27539109,0.552360715,0.238185255,-4.183848771,-0.044541941,18.89425786,-0.221434936,0.017992424,1528.097988,882.1218658,0.09538003,0.168405365,0.269746647,0.396423249,0.63338301,3.30E-05,54.10206718,0.0875,0.846880907,-0.1,-0.359026369,-0.16012409,0.997437631,3.31E-09,0.18075,0.187,0.111280142,-1.012460604,20,7.716701413,0.225787364,0.152879226,0.639498161,0.533582963,0.043261091,3,-4.183848771,-0.053966426,0.073577071,1.801936823,8
207.16604.214,0.386,117.2234667,-0.404377859,0.228370221,-7.304029175,-0.032810055,52.92996304,-0.137994224,0.063508065,2828.539019,14.95744405,0.042925278,0.077901431,0.13354531,0.255961844,0.60254372,-3.13E-05,7.854066377,0.038,0.812877264,-0.166666667,-0.111785813,-0.086806514,1601.122053,2.06E-89,0.084,0.039,0.319530688,-2.356781522,156,5.271019022,0.181565704,0.778022196,0.653319198,0.793063531,0.468452343,79,-7.304029175,-0.024858294,0.319530688,0.095209117,8
301.45441.747,1.47925,2.407069046,0.94540022,0.342105263,-2.978834928,-0.9816978,0.801699272,-3.715651283,0.002403846,5890.014716,2612.739223,0.13368336,0.251211632,0.424878837,0.569466882,0.76453958,-3.49E-04,82.69563071,0.489,0.54784689,-0.033333333,-1.238153523,-0.865885644,302.1257344,1.84E-07,1.04675,0.962,0.17707697,-0.582280637,8,0.82688113,0.766481328,0.327070132,0.785960012,0.677206087,0.216735924,2,-2.978834928,-0.257309098,0.154159418,1.475844265,8
301.45445.840,0.407,26.34916644,0.988188001,0.192567568,-4.278390766,-0.013760412,291.2842826,-0.014688025,0.021444695,1859.586901,2184.07495,0.098976109,0.184300341,0.269624573,0.397610922,0.614334471,8.46E-05,38.05479563,0.078,0.791666667,-0.1,-0.263689777,-0.137720329,2492.537309,2.86E-18,0.1575,0.1755,0.137534784,-1.448491296,4,5.628837843,0.183979317,0.173167595,0.672579198,0.706846601,0.074957766,2,-4.278390766,-0.04300199,0.137534784,1.375090216,8
301.46110.1056,0.575,25.67027058,1.318299131,0.210465116,-3.706346512,-0.026781957,79.27597975,-0.046752453,0.013986014,5197.309272,3461.534044,0.087452471,0.171102662,0.269961977,0.406844106,0.666666667,5.33E-05,94.37419829,0.1055,0.801162791,0.033333333,-0.47985348,-0.214082214,1107.794359,4.29E-11,0.21225,0.181,0.110828051,-1.588112138,4,7.943936716,0.265718558,0.23209064,0.646976455,0.6309059,0.079653429,2,-3.706346512,-0.071692854,0.110828051,1.54444083,8
301.46285.1166,0.9165,4.029257482,1.53066692,0.327586207,-3.766625287,0.026961706,725.0882064,-0.005194713,0,4220.431247,685.23036,0.191554468,0.358017136,0.545287638,0.685434517,0.855569155,-6.82E-04,61.43946227,0.442,0.4,0.166666667,-0.563761955,-0.434112646,398.5636332,8.59E-107,0.8905,0.23,0.378558426,-0.053285705,48,-0.352262984,0.538895947,0.733742473,0.83252056,0.782376631,0.647210142,102,-3.766625287,-0.143071292,0.367150463,0.549391332,8
301.46613.3271,0.985,5.309554098,1.082069414,0.266178266,-2.648803419,0.081407455,20.06242319,-0.13202809,0.00122399,4848.614188,3815.920464,0.118721461,0.202870189,0.324200913,0.478799739,0.72407045,3.26E-05,69.76007879,0.251,0.667887668,-0.3,-0.8358605,-0.581122062,0.051570093,0.457969724,0.4955,0.4625,0.073948463,-0.443557557,4,2.056376836,0.470312609,0.160113033,0.731248935,0.616199962,0.081551196,2,-2.648803419,-0.17755663,0.064201968,1.93703466,8
301.46616.2156,0.631,17.78093665,1.000051978,0.218894009,-3.399908986,-0.041553518,24.69063643,-0.137700338,0.004618938,4219.213166,2963.16458,0.083245522,0.170706006,0.251844046,0.403582719,0.652265543,2.38E-05,47.41616272,0.122,0.80875576,0.033333333,-0.564653903,-0.279528719,0.999413516,0.005747437,0.23875,0.243,0.082629663,-0.885689386,4,6.317430333,0.297365835,0.076566999,0.662250815,0.678067167,0.034107388,2,-3.399908986,-0.087462881,0.053554187,1.829281077,8
302.44927.2559,0.4575,5.484329829,1.064714159,0.244956772,-4.092472622,-0.034957471,22.5868774,-0.181188066,0,31.45282569,305.9755826,0.088737201,0.180887372,0.317406143,0.494880546,0.802047782,2.38E-06,12.86644951,0.092,0.65129683,-0.1,-0.20976801,-0.143101343,525.6947807,2.45E-12,0.1825,0.14975,0.21424196,0.757768708,48,2.812099462,0.195609934,0.348866442,0.69179612,0.758169684,0.232442378,2,-4.092472622,-0.047797494,0.213052652,1.209782936,8
302.44928.3523,1.6475,5.37664574,1.510317468,0.521452145,-2.084537954,0.194277924,18.76063797,-0.111112317,0.019933555,174.8766476,50.91982621,0.112897196,0.212336449,0.317383178,0.466915888,0.672897196,-4.85E-04,15.89104276,0.409,0.623762376,0.233333333,-1.854048479,-1.379577102,312.1289736,2.96E-08,0.8455,0.612,0.207573479,-1.198729666,32,3.009476682,0.835451336,0.334251846,0.728708654,0.68913381,0.129644151,9,-2.084537954,-0.4007849,0.19491551,1.041483247,8
302.45258.1038,0.4515,32.34349011,0.804790137,0.429378531,-4.641728814,0.016217198,238.1670161,-0.019489386,0.088068182,47337.6089,309.9114396,0.060606061,0.101818182,0.175757576,0.315151515,0.698181818,1.37E-04,15.96091205,0.0635,0.745762712,0.1,-0.179588261,-0.180683311,1426.885833,8.50E-26,0.1445,0.09025,0.309546708,-1.686054615,68,2.249339994,0.229002615,0.577693621,0.708275224,0.727804355,0.293323916,26,-4.641728814,-0.04933563,0.309546708,0.328087758,8
304.35391.650,0.366,3.514332,0.978573577,0.252293578,-3.49841055,-0.031293486,9.886682749,-0.353850795,0.004608295,306.6392392,39.8412358,0.110720562,0.203866432,0.312829525,0.446397188,0.727592267,4.95E-05,4.747802377,0.089,0.690366972,0.033333333,-0.259937089,-0.162710895,0.535485056,0.579300506,0.17725,0.20975,0.079226893,0.213035695,4,3.141446425,0.175743046,0.096573428,0.717627457,0.686481818,0.055419686,2,-3.49841055,-0.050235112,0.087415518,2.01337134,8
304.35564.26,0.104,13.92189836,2.280616044,0.158256881,-5.661637615,-0.018552008,16.85547251,-0.335893142,0.023041475,11.79937084,28.08753684,0.104575163,0.196078431,0.294117647,0.45751634,0.633986928,2.93E-05,1.034174775,0.0225,0.839449541,-0.033333333,-0.069919562,-0.027048528,397.6083638,1.73E-08,0.045,0.05475,0.164725938,-2.36745441,12,12.20827702,0.053141078,0.144828783,0.642563468,0.665471889,0.042325091,4,-5.661637615,-0.009386167,0.152805217,0.997124971,8
304.35730.425,0.588,28.77575506,1.737959766,0.290249433,-4.029287982,0.026168729,93.18116637,-0.043241442,0.054669704,7071.090475,332.5758933,0.060353798,0.104058273,0.174817898,0.301768991,0.611862643,-2.26E-04,23.69007804,0.085,0.73015873,-0.166666667,-0.324106694,-0.241821842,416.6818865,9.23E-20,0.168,0.143,0.26258316,-1.833236753,48,3.95296828,0.268998548,0.4337354,0.65652528,0.680121115,0.181989726,23,-4.029287982,-0.066760815,0.257702639,0.609522318,8
304.35899.3004,0.87475,1.692480051,1.099304318,0.27654321,-2.322676543,-0.029486247,149.8640736,-0.015498555,0,314.3486348,164.8537397,0.134920635,0.229437229,0.352813853,0.514430014,0.730880231,-3.40E-05,25.14925022,0.232,0.619753086,-0.033333333,-0.74702381,-0.589285714,0.102265526,0.919186021,0.489,0.57675,0.073653775,0.154824843,4,1.291830484,0.424007479,0.070951735,0.753646037,0.657270115,0.039415194,2,-2.322676543,-0.182551238,0.088363437,1.959130688,8
304.36403.2137,1.0555,3.659216728,1.017735227,0.259953162,-2.673529274,0.153430306,5.462547352,-0.489429034,0,31.97204353,21.86102266,0.125,0.193023256,0.30872093,0.469767442,0.71627907,1.07E-04,6.40113798,0.264,0.690866511,0.1,-0.992432841,-0.650775634,0.087294453,0.810218518,0.526,0.5015,0.090931814,-0.556434069,4,2.326765106,0.517654303,0.309257143,0.729376355,0.70391913,0.155184466,2,-2.673529274,-0.193622082,0.074893251,1.818164974,8
304.36904.698,0.42475,6.642837091,1.133970766,0.245454545,-3.669097727,-0.013948029,226.4075275,-0.016205723,0.00456621,352.5506983,172.4391474,0.096979332,0.171701113,0.297297297,0.443561208,0.66772655,3.04E-05,13.37792642,0.09,0.661363636,-0.033333333,-0.194360799,-0.172187243,769.2588674,1.02E-06,0.1865,0.1475,0.175688704,-0.368223541,4,2.286299015,0.191580607,0.298316496,0.706788948,0.760912747,0.129146511,2,-3.669097727,-0.052214637,0.175688704,1.39365902,8
305.35237.685,0.4115,2.719510778,1.233627297,0.322834646,-3.983125984,-0.081348703,10.42802102,-0.381963747,0.002638522,352.5506983,107.56063,0.099423631,0.214697406,0.363112392,0.55907781,0.766570605,-2.06E-04,9.334298119,0.121,0.543307087,0.166666667,-0.212121212,-0.175252525,2408.608994,1.90E-18,0.252,0.1475,0.244538695,-0.443667176,96,0.517311432,0.20989675,0.298316496,0.768274662,0.772655041,0.129146511,4,-3.983125984,-0.052696488,0.244538695,1.204045607,8
305.35738.35,0.2045,35.01260572,2.345785166,0.109974425,-5.901163683,-0.035115246,30.17251009,-0.195580801,0.035989717,352.5506983,7.587080371,0.082508251,0.148514851,0.224422442,0.316831683,0.481848185,7.99E-05,1.230101302,0.034,0.89769821,0.1,-0.148444142,-0.05152185,0.999630211,1.67E-10,0.0675,0.1475,0.213097947,-4.024449178,20,23.13191858,0.112551796,0.298316496,0.552837033,0.604784953,0.129146511,14,-5.901163683,-0.019072814,0.110646165,1.389253468,8
305.36746.2411,0.95275,12.88308401,1.291457511,0.423497268,-2.879486339,0.128850321,13.77523904,-0.209033493,0.03021978,52.62662329,19.26523671,0.089588378,0.188861985,0.300242131,0.464083939,0.681194512,-1.20E-04,5.282199711,0.1825,0.754098361,-0.1,-0.922693267,-0.441396509,1376.347996,3.76E-04,0.37075,0.31725,0.15623476,-1.915884672,16,7.488133681,0.449390375,0.259180005,0.657599303,0.654084093,0.073955951,6,-2.879486339,-0.15606616,0.15623476,0.995987312,8
306.35894.1371,0.824,4.148846042,1.388887139,0.317010309,-2.947100515,0.021071788,185.6862225,-0.015871401,0.020725389,6628.939685,4528.818473,0.109546166,0.184663537,0.309076682,0.459311424,0.678403756,2.63E-04,117.4738219,0.203,0.556701031,0.1,-0.483915362,-0.439704111,2408.600591,1.32E-12,0.39225,0.296,0.214383106,-0.618393546,8,1.226074258,0.367636667,0.357702213,0.739985872,0.783309338,0.170313723,4,-2.947100515,-0.124745208,0.214383106,1.201701299,8
306.36059.752,3.22125,1.470945904,1.014049074,0.456790123,-1.577925926,0.339378239,34.64205785,-0.045549428,0.012658228,170.074773,43.78162053,0.120576432,0.213790587,0.358993068,0.574790223,0.802991609,0.001259984,2.356131258,0.886,0.407407407,-0.033333333,-3.620717781,-4.471451876,0.499059689,0.038830429,1.968,0.161,0.268592214,-0.678495733,16,-0.068605452,1.657399531,0.84303306,0.788881879,0.698984397,0.677749183,4,-1.577925926,-1.050365865,0.257724102,1.387955594,8
306.36223.3023,0.5695,4.709098465,0.8389594,0.21969697,-3.312532828,-0.055731122,9.931979312,-0.333521922,0.010152284,7447.239524,3087.695845,0.109677419,0.192258065,0.329032258,0.478709677,0.708387097,-4.42E-05,67.40837693,0.1275,0.636363636,-0.1,-0.305770104,-0.234741784,0.246612291,0.001835432,0.25275,0.278,0.091895858,-0.544430234,4,2.612687514,0.248123536,0.129733388,0.708365249,0.64411134,0.052364651,2,-3.312532828,-0.074904476,0.099538855,1.780954593,8
307.35374.3058,0.974,4.227268797,1.267741925,0.245283019,-2.628778976,0.050515532,33.58358736,-0.078275705,0,70.27408743,26.47086311,0.111336032,0.208502024,0.29757085,0.434547908,0.695681511,-1.74E-04,5.633721987,0.218,0.706199461,0.233333333,-0.828202204,-0.563283922,0.332515805,0.284224481,0.4375,0.412,0.125704289,-0.57931716,4,3.530099469,0.463673641,0.1822183,0.705244514,0.65012653,0.093264024,2,-2.628778976,-0.176383654,0.089873077,1.93392359,8
307.35709.1490,0.35175,12.07719439,0.939194738,0.182038835,-3.91618932,-0.063819401,5.743114231,-0.681892988,0.009756098,17.50267881,12.78637108,0.095057034,0.182509506,0.269961977,0.401140684,0.678707224,5.93E-06,0.728582463,0.071,0.798543689,-0.166666667,-0.282432953,-0.134992942,0.086821702,0.397935809,0.14275,0.1455,0.081313015,-1.403886797,4,6.51103745,0.170959877,0.097994881,0.666425737,0.627520891,0.027568828,2,-3.91618932,-0.043654651,0.090399277,1.845065594,8
